image_id,room,class_id,class_name,confidence,is_indoor_relevant,x1,y1,x2,y2,center_x,center_y,area_ratio
bedroom/bedroom_01_pexels_6510419.jpg,bedroom,59,bed,0.941101,True,0.216694,0.422312,0.733989,0.992351,0.475341,0.707331,0.294878
bedroom/bedroom_02_pexels_7031710.jpg,bedroom,62,tv,0.828,True,0.700593,0.27895,0.899831,0.477732,0.800212,0.378341,0.039605
bedroom/bedroom_02_pexels_7031710.jpg,bedroom,59,bed,0.770148,True,0.001256,0.522362,0.981591,0.987545,0.491424,0.754953,0.456035
bedroom/bedroom_03_pexels_6121088.jpg,bedroom,59,bed,0.730799,True,0.001209,0.830579,0.618247,0.993182,0.309728,0.91188,0.100332
bedroom/bedroom_03_pexels_6121088.jpg,bedroom,15,cat,0.389859,False,0.545722,0.543021,0.710884,0.829837,0.628303,0.686429,0.047371
bedroom/bedroom_03_pexels_6121088.jpg,bedroom,73,book,0.300818,True,0.244986,0.731566,0.410198,0.82603,0.327592,0.778798,0.015607
bedroom/bedroom_04_pexels_6510417.jpg,bedroom,59,bed,0.857434,True,0.480188,0.455621,0.857945,0.887319,0.669066,0.67147,0.163077
bedroom/bedroom_05_pexels_7546559.jpg,bedroom,59,bed,0.922361,True,0.238457,0.411706,0.88927,0.990236,0.563864,0.700971,0.376515
bedroom/bedroom_06_pexels_3933240.jpg,bedroom,41,cup,0.759924,False,0.429197,0.582277,0.533492,0.663293,0.481345,0.622785,0.00845
bedroom/bedroom_06_pexels_3933240.jpg,bedroom,59,bed,0.416822,True,0.27452,0.231338,0.996951,0.94516,0.635736,0.588249,0.515687
bedroom/bedroom_06_pexels_3933240.jpg,bedroom,57,couch,0.263425,True,0.0,0.401234,0.343895,0.887674,0.171948,0.644454,0.167284
hallway/hallway_04_pexels_7018386.jpg,hallway,56,chair,0.498967,True,0.406452,0.548075,0.460177,0.697466,0.433314,0.62277,0.008026
hallway/hallway_04_pexels_7018386.jpg,hallway,56,chair,0.368737,True,0.456766,0.52917,0.504803,0.597705,0.480785,0.563437,0.003292
hallway/hallway_04_pexels_7018386.jpg,hallway,56,chair,0.324559,True,0.207023,0.589951,0.240948,0.633682,0.223985,0.611817,0.001484
hallway/hallway_04_pexels_7018386.jpg,hallway,56,chair,0.303483,True,0.377809,0.563209,0.414178,0.706055,0.395994,0.634632,0.005195
